,session,method,gender,emotion,path
8094,1,impro,F,neu,8094_1_impro_F_neu.wav
8095,1,impro,F,neu,8095_1_impro_F_neu.wav
8096,1,impro,F,neu,8096_1_impro_F_neu.wav
8097,2,impro,M,neu,8097_2_impro_M_neu.wav
8098,2,impro,M,neu,8098_2_impro_M_neu.wav
8099,2,impro,M,neu,8099_2_impro_M_neu.wav
8100,4,impro,M,neu,8100_4_impro_M_neu.wav
8101,4,impro,M,neu,8101_4_impro_M_neu.wav
8102,4,impro,M,neu,8102_4_impro_M_neu.wav
8103,3,impro,M,neu,8103_3_impro_M_neu.wav
8104,3,impro,M,neu,8104_3_impro_M_neu.wav
8105,3,impro,M,neu,8105_3_impro_M_neu.wav
8106,3,impro,F,neu,8106_3_impro_F_neu.wav
8107,3,impro,F,neu,8107_3_impro_F_neu.wav
8108,3,impro,F,neu,8108_3_impro_F_neu.wav
8109,5,script,M,neu,8109_5_script_M_neu.wav
8110,5,script,M,neu,8110_5_script_M_neu.wav
8111,5,script,M,neu,8111_5_script_M_neu.wav
8112,1,impro,F,neu,8112_1_impro_F_neu.wav
8113,1,impro,F,neu,8113_1_impro_F_neu.wav
8114,1,impro,F,neu,8114_1_impro_F_neu.wav
8115,4,script,M,neu,8115_4_script_M_neu.wav
8116,4,script,M,neu,8116_4_script_M_neu.wav
8117,4,script,M,neu,8117_4_script_M_neu.wav
8118,3,impro,F,neu,8118_3_impro_F_neu.wav
8119,3,impro,F,neu,8119_3_impro_F_neu.wav
8120,3,impro,F,neu,8120_3_impro_F_neu.wav
8121,3,script,M,neu,8121_3_script_M_neu.wav
8122,3,script,M,neu,8122_3_script_M_neu.wav
8123,3,script,M,neu,8123_3_script_M_neu.wav
8124,3,script,F,neu,8124_3_script_F_neu.wav
8125,3,script,F,neu,8125_3_script_F_neu.wav
8126,3,script,F,neu,8126_3_script_F_neu.wav
8127,1,impro,F,neu,8127_1_impro_F_neu.wav
8128,1,impro,F,neu,8128_1_impro_F_neu.wav
8129,1,impro,F,neu,8129_1_impro_F_neu.wav
8130,5,impro,F,neu,8130_5_impro_F_neu.wav
8131,5,impro,F,neu,8131_5_impro_F_neu.wav
8132,5,impro,F,neu,8132_5_impro_F_neu.wav
8133,4,script,F,neu,8133_4_script_F_neu.wav
8134,4,script,F,neu,8134_4_script_F_neu.wav
8135,4,script,F,neu,8135_4_script_F_neu.wav
8136,1,impro,M,neu,8136_1_impro_M_neu.wav
8137,1,impro,M,neu,8137_1_impro_M_neu.wav
8138,1,impro,M,neu,8138_1_impro_M_neu.wav
8139,1,impro,F,neu,8139_1_impro_F_neu.wav
8140,1,impro,F,neu,8140_1_impro_F_neu.wav
8141,1,impro,F,neu,8141_1_impro_F_neu.wav
8142,2,impro,F,neu,8142_2_impro_F_neu.wav
8143,2,impro,F,neu,8143_2_impro_F_neu.wav
8144,2,impro,F,neu,8144_2_impro_F_neu.wav
8145,2,impro,F,neu,8145_2_impro_F_neu.wav
8146,2,impro,F,neu,8146_2_impro_F_neu.wav
8147,2,impro,F,neu,8147_2_impro_F_neu.wav
8148,4,impro,F,neu,8148_4_impro_F_neu.wav
8149,4,impro,F,neu,8149_4_impro_F_neu.wav
8150,4,impro,F,neu,8150_4_impro_F_neu.wav
8151,4,impro,F,neu,8151_4_impro_F_neu.wav
8152,4,impro,F,neu,8152_4_impro_F_neu.wav
8153,4,impro,F,neu,8153_4_impro_F_neu.wav
8154,2,impro,F,neu,8154_2_impro_F_neu.wav
8155,2,impro,F,neu,8155_2_impro_F_neu.wav
8156,2,impro,F,neu,8156_2_impro_F_neu.wav
8157,4,impro,F,neu,8157_4_impro_F_neu.wav
8158,4,impro,F,neu,8158_4_impro_F_neu.wav
8159,4,impro,F,neu,8159_4_impro_F_neu.wav
8160,4,impro,F,neu,8160_4_impro_F_neu.wav
8161,4,impro,F,neu,8161_4_impro_F_neu.wav
8162,4,impro,F,neu,8162_4_impro_F_neu.wav
8163,1,impro,F,neu,8163_1_impro_F_neu.wav
8164,1,impro,F,neu,8164_1_impro_F_neu.wav
8165,1,impro,F,neu,8165_1_impro_F_neu.wav
8166,3,script,M,neu,8166_3_script_M_neu.wav
8167,3,script,M,neu,8167_3_script_M_neu.wav
8168,3,script,M,neu,8168_3_script_M_neu.wav
8169,2,script,F,neu,8169_2_script_F_neu.wav
8170,2,script,F,neu,8170_2_script_F_neu.wav
8171,2,script,F,neu,8171_2_script_F_neu.wav
8172,2,script,F,neu,8172_2_script_F_neu.wav
8173,2,script,F,neu,8173_2_script_F_neu.wav
8174,2,script,F,neu,8174_2_script_F_neu.wav
8175,2,impro,M,neu,8175_2_impro_M_neu.wav
8176,2,impro,M,neu,8176_2_impro_M_neu.wav
8177,2,impro,M,neu,8177_2_impro_M_neu.wav
8178,4,impro,M,neu,8178_4_impro_M_neu.wav
8179,4,impro,M,neu,8179_4_impro_M_neu.wav
8180,4,impro,M,neu,8180_4_impro_M_neu.wav
8181,2,script,M,neu,8181_2_script_M_neu.wav
8182,2,script,M,neu,8182_2_script_M_neu.wav
8183,2,script,M,neu,8183_2_script_M_neu.wav
8184,4,script,M,neu,8184_4_script_M_neu.wav
8185,4,script,M,neu,8185_4_script_M_neu.wav
8186,4,script,M,neu,8186_4_script_M_neu.wav
8187,3,impro,F,neu,8187_3_impro_F_neu.wav
8188,3,impro,F,neu,8188_3_impro_F_neu.wav
8189,3,impro,F,neu,8189_3_impro_F_neu.wav
8190,5,impro,F,neu,8190_5_impro_F_neu.wav
8191,5,impro,F,neu,8191_5_impro_F_neu.wav
8192,5,impro,F,neu,8192_5_impro_F_neu.wav
8193,4,impro,F,neu,8193_4_impro_F_neu.wav
8194,4,impro,F,neu,8194_4_impro_F_neu.wav
8195,4,impro,F,neu,8195_4_impro_F_neu.wav
8196,1,impro,M,neu,8196_1_impro_M_neu.wav
8197,1,impro,M,neu,8197_1_impro_M_neu.wav
8198,1,impro,M,neu,8198_1_impro_M_neu.wav
8199,2,impro,F,neu,8199_2_impro_F_neu.wav
8200,2,impro,F,neu,8200_2_impro_F_neu.wav
8201,2,impro,F,neu,8201_2_impro_F_neu.wav
8202,4,impro,F,neu,8202_4_impro_F_neu.wav
8203,4,impro,F,neu,8203_4_impro_F_neu.wav
8204,4,impro,F,neu,8204_4_impro_F_neu.wav
8205,3,impro,M,neu,8205_3_impro_M_neu.wav
8206,3,impro,M,neu,8206_3_impro_M_neu.wav
8207,3,impro,M,neu,8207_3_impro_M_neu.wav
8208,4,impro,F,neu,8208_4_impro_F_neu.wav
8209,4,impro,F,neu,8209_4_impro_F_neu.wav
8210,4,impro,F,neu,8210_4_impro_F_neu.wav
8211,4,impro,F,neu,8211_4_impro_F_neu.wav
8212,4,impro,F,neu,8212_4_impro_F_neu.wav
8213,4,impro,F,neu,8213_4_impro_F_neu.wav
8214,4,impro,F,neu,8214_4_impro_F_neu.wav
8215,4,impro,F,neu,8215_4_impro_F_neu.wav
8216,4,impro,F,neu,8216_4_impro_F_neu.wav
8217,4,script,F,neu,8217_4_script_F_neu.wav
8218,4,script,F,neu,8218_4_script_F_neu.wav
8219,4,script,F,neu,8219_4_script_F_neu.wav
8220,1,impro,M,neu,8220_1_impro_M_neu.wav
8221,1,impro,M,neu,8221_1_impro_M_neu.wav
8222,1,impro,M,neu,8222_1_impro_M_neu.wav
8223,5,impro,M,neu,8223_5_impro_M_neu.wav
8224,5,impro,M,neu,8224_5_impro_M_neu.wav
8225,5,impro,M,neu,8225_5_impro_M_neu.wav
8226,3,impro,M,neu,8226_3_impro_M_neu.wav
8227,3,impro,M,neu,8227_3_impro_M_neu.wav
8228,3,impro,M,neu,8228_3_impro_M_neu.wav
8229,5,impro,F,neu,8229_5_impro_F_neu.wav
8230,5,impro,F,neu,8230_5_impro_F_neu.wav
8231,5,impro,F,neu,8231_5_impro_F_neu.wav
8232,1,script,M,neu,8232_1_script_M_neu.wav
8233,1,script,M,neu,8233_1_script_M_neu.wav
8234,1,script,M,neu,8234_1_script_M_neu.wav
8235,5,impro,M,neu,8235_5_impro_M_neu.wav
8236,5,impro,M,neu,8236_5_impro_M_neu.wav
8237,5,impro,M,neu,8237_5_impro_M_neu.wav
8238,2,impro,M,neu,8238_2_impro_M_neu.wav
8239,2,impro,M,neu,8239_2_impro_M_neu.wav
8240,2,impro,M,neu,8240_2_impro_M_neu.wav
8241,1,script,F,neu,8241_1_script_F_neu.wav
8242,1,script,F,neu,8242_1_script_F_neu.wav
8243,1,script,F,neu,8243_1_script_F_neu.wav
8244,5,impro,F,neu,8244_5_impro_F_neu.wav
8245,5,impro,F,neu,8245_5_impro_F_neu.wav
8246,5,impro,F,neu,8246_5_impro_F_neu.wav
8247,3,impro,M,neu,8247_3_impro_M_neu.wav
8248,3,impro,M,neu,8248_3_impro_M_neu.wav
8249,3,impro,M,neu,8249_3_impro_M_neu.wav
8250,3,script,M,neu,8250_3_script_M_neu.wav
8251,3,script,M,neu,8251_3_script_M_neu.wav
8252,3,script,M,neu,8252_3_script_M_neu.wav
8253,3,impro,F,neu,8253_3_impro_F_neu.wav
8254,3,impro,F,neu,8254_3_impro_F_neu.wav
8255,3,impro,F,neu,8255_3_impro_F_neu.wav
8256,5,impro,M,neu,8256_5_impro_M_neu.wav
8257,5,impro,M,neu,8257_5_impro_M_neu.wav
8258,5,impro,M,neu,8258_5_impro_M_neu.wav
8259,1,impro,F,neu,8259_1_impro_F_neu.wav
8260,1,impro,F,neu,8260_1_impro_F_neu.wav
8261,1,impro,F,neu,8261_1_impro_F_neu.wav
8262,5,script,F,neu,8262_5_script_F_neu.wav
8263,5,script,F,neu,8263_5_script_F_neu.wav
8264,5,script,F,neu,8264_5_script_F_neu.wav
8265,5,impro,M,neu,8265_5_impro_M_neu.wav
8266,5,impro,M,neu,8266_5_impro_M_neu.wav
8267,5,impro,M,neu,8267_5_impro_M_neu.wav
8268,3,impro,M,neu,8268_3_impro_M_neu.wav
8269,3,impro,M,neu,8269_3_impro_M_neu.wav
8270,3,impro,M,neu,8270_3_impro_M_neu.wav
8271,1,impro,M,neu,8271_1_impro_M_neu.wav
8272,1,impro,M,neu,8272_1_impro_M_neu.wav
8273,1,impro,M,neu,8273_1_impro_M_neu.wav
8274,3,script,F,neu,8274_3_script_F_neu.wav
8275,3,script,F,neu,8275_3_script_F_neu.wav
8276,3,script,F,neu,8276_3_script_F_neu.wav
8277,5,impro,F,neu,8277_5_impro_F_neu.wav
8278,5,impro,F,neu,8278_5_impro_F_neu.wav
8279,5,impro,F,neu,8279_5_impro_F_neu.wav
8280,1,impro,F,neu,8280_1_impro_F_neu.wav
8281,1,impro,F,neu,8281_1_impro_F_neu.wav
8282,1,impro,F,neu,8282_1_impro_F_neu.wav
8283,3,impro,M,neu,8283_3_impro_M_neu.wav
8284,3,impro,M,neu,8284_3_impro_M_neu.wav
8285,3,impro,M,neu,8285_3_impro_M_neu.wav
8286,1,impro,F,neu,8286_1_impro_F_neu.wav
8287,1,impro,F,neu,8287_1_impro_F_neu.wav
8288,1,impro,F,neu,8288_1_impro_F_neu.wav
8289,1,impro,M,neu,8289_1_impro_M_neu.wav
8290,1,impro,M,neu,8290_1_impro_M_neu.wav
8291,1,impro,M,neu,8291_1_impro_M_neu.wav
8292,3,impro,F,neu,8292_3_impro_F_neu.wav
8293,3,impro,F,neu,8293_3_impro_F_neu.wav
8294,3,impro,F,neu,8294_3_impro_F_neu.wav
8295,2,script,M,neu,8295_2_script_M_neu.wav
8296,2,script,M,neu,8296_2_script_M_neu.wav
8297,2,script,M,neu,8297_2_script_M_neu.wav
8298,1,script,F,neu,8298_1_script_F_neu.wav
8299,1,script,F,neu,8299_1_script_F_neu.wav
8300,1,script,F,neu,8300_1_script_F_neu.wav
8301,3,script,F,neu,8301_3_script_F_neu.wav
8302,3,script,F,neu,8302_3_script_F_neu.wav
8303,3,script,F,neu,8303_3_script_F_neu.wav
8304,3,script,F,neu,8304_3_script_F_neu.wav
8305,3,script,F,neu,8305_3_script_F_neu.wav
8306,3,script,F,neu,8306_3_script_F_neu.wav
8307,3,impro,F,neu,8307_3_impro_F_neu.wav
8308,3,impro,F,neu,8308_3_impro_F_neu.wav
8309,3,impro,F,neu,8309_3_impro_F_neu.wav
8310,1,impro,M,neu,8310_1_impro_M_neu.wav
8311,1,impro,M,neu,8311_1_impro_M_neu.wav
8312,1,impro,M,neu,8312_1_impro_M_neu.wav
8313,1,script,F,neu,8313_1_script_F_neu.wav
8314,1,script,F,neu,8314_1_script_F_neu.wav
8315,1,script,F,neu,8315_1_script_F_neu.wav
8316,1,impro,F,neu,8316_1_impro_F_neu.wav
8317,1,impro,F,neu,8317_1_impro_F_neu.wav
8318,1,impro,F,neu,8318_1_impro_F_neu.wav
8319,4,impro,F,neu,8319_4_impro_F_neu.wav
8320,4,impro,F,neu,8320_4_impro_F_neu.wav
8321,4,impro,F,neu,8321_4_impro_F_neu.wav
8322,3,impro,F,neu,8322_3_impro_F_neu.wav
8323,3,impro,F,neu,8323_3_impro_F_neu.wav
8324,3,impro,F,neu,8324_3_impro_F_neu.wav
8325,5,script,M,neu,8325_5_script_M_neu.wav
8326,5,script,M,neu,8326_5_script_M_neu.wav
8327,5,script,M,neu,8327_5_script_M_neu.wav
8328,2,impro,M,neu,8328_2_impro_M_neu.wav
8329,2,impro,M,neu,8329_2_impro_M_neu.wav
8330,2,impro,M,neu,8330_2_impro_M_neu.wav
8331,1,impro,M,neu,8331_1_impro_M_neu.wav
8332,1,impro,M,neu,8332_1_impro_M_neu.wav
8333,1,impro,M,neu,8333_1_impro_M_neu.wav
8334,4,impro,F,neu,8334_4_impro_F_neu.wav
8335,4,impro,F,neu,8335_4_impro_F_neu.wav
8336,4,impro,F,neu,8336_4_impro_F_neu.wav
8337,4,impro,M,neu,8337_4_impro_M_neu.wav
8338,4,impro,M,neu,8338_4_impro_M_neu.wav
8339,4,impro,M,neu,8339_4_impro_M_neu.wav
8340,2,impro,F,neu,8340_2_impro_F_neu.wav
8341,2,impro,F,neu,8341_2_impro_F_neu.wav
8342,2,impro,F,neu,8342_2_impro_F_neu.wav
8343,1,impro,F,neu,8343_1_impro_F_neu.wav
8344,1,impro,F,neu,8344_1_impro_F_neu.wav
8345,1,impro,F,neu,8345_1_impro_F_neu.wav
8346,1,impro,F,neu,8346_1_impro_F_neu.wav
8347,1,impro,F,neu,8347_1_impro_F_neu.wav
8348,1,impro,F,neu,8348_1_impro_F_neu.wav
8349,2,impro,F,neu,8349_2_impro_F_neu.wav
8350,2,impro,F,neu,8350_2_impro_F_neu.wav
8351,2,impro,F,neu,8351_2_impro_F_neu.wav
8352,5,impro,M,neu,8352_5_impro_M_neu.wav
8353,5,impro,M,neu,8353_5_impro_M_neu.wav
8354,5,impro,M,neu,8354_5_impro_M_neu.wav
8355,2,impro,F,neu,8355_2_impro_F_neu.wav
8356,2,impro,F,neu,8356_2_impro_F_neu.wav
8357,2,impro,F,neu,8357_2_impro_F_neu.wav
8358,3,impro,M,neu,8358_3_impro_M_neu.wav
8359,3,impro,M,neu,8359_3_impro_M_neu.wav
8360,3,impro,M,neu,8360_3_impro_M_neu.wav
8361,1,script,F,neu,8361_1_script_F_neu.wav
8362,1,script,F,neu,8362_1_script_F_neu.wav
8363,1,script,F,neu,8363_1_script_F_neu.wav
8364,2,impro,F,neu,8364_2_impro_F_neu.wav
8365,2,impro,F,neu,8365_2_impro_F_neu.wav
8366,2,impro,F,neu,8366_2_impro_F_neu.wav
8367,1,impro,M,neu,8367_1_impro_M_neu.wav
8368,1,impro,M,neu,8368_1_impro_M_neu.wav
8369,1,impro,M,neu,8369_1_impro_M_neu.wav
8370,1,script,M,neu,8370_1_script_M_neu.wav
8371,1,script,M,neu,8371_1_script_M_neu.wav
8372,1,script,M,neu,8372_1_script_M_neu.wav
8373,5,impro,M,neu,8373_5_impro_M_neu.wav
8374,5,impro,M,neu,8374_5_impro_M_neu.wav
8375,5,impro,M,neu,8375_5_impro_M_neu.wav
8376,4,script,F,neu,8376_4_script_F_neu.wav
8377,4,script,F,neu,8377_4_script_F_neu.wav
8378,4,script,F,neu,8378_4_script_F_neu.wav
8379,1,impro,F,neu,8379_1_impro_F_neu.wav
8380,1,impro,F,neu,8380_1_impro_F_neu.wav
8381,1,impro,F,neu,8381_1_impro_F_neu.wav
8382,5,script,F,neu,8382_5_script_F_neu.wav
8383,5,script,F,neu,8383_5_script_F_neu.wav
8384,5,script,F,neu,8384_5_script_F_neu.wav
8385,4,impro,F,neu,8385_4_impro_F_neu.wav
8386,4,impro,F,neu,8386_4_impro_F_neu.wav
8387,4,impro,F,neu,8387_4_impro_F_neu.wav
8388,5,script,M,neu,8388_5_script_M_neu.wav
8389,5,script,M,neu,8389_5_script_M_neu.wav
8390,5,script,M,neu,8390_5_script_M_neu.wav
8391,3,impro,M,neu,8391_3_impro_M_neu.wav
8392,3,impro,M,neu,8392_3_impro_M_neu.wav
8393,3,impro,M,neu,8393_3_impro_M_neu.wav
8394,4,impro,F,neu,8394_4_impro_F_neu.wav
8395,4,impro,F,neu,8395_4_impro_F_neu.wav
8396,4,impro,F,neu,8396_4_impro_F_neu.wav
8397,3,impro,F,neu,8397_3_impro_F_neu.wav
8398,3,impro,F,neu,8398_3_impro_F_neu.wav
8399,3,impro,F,neu,8399_3_impro_F_neu.wav
8400,5,impro,M,neu,8400_5_impro_M_neu.wav
8401,5,impro,M,neu,8401_5_impro_M_neu.wav
8402,5,impro,M,neu,8402_5_impro_M_neu.wav
8403,2,impro,M,neu,8403_2_impro_M_neu.wav
8404,2,impro,M,neu,8404_2_impro_M_neu.wav
8405,2,impro,M,neu,8405_2_impro_M_neu.wav
8406,3,script,F,neu,8406_3_script_F_neu.wav
8407,3,script,F,neu,8407_3_script_F_neu.wav
8408,3,script,F,neu,8408_3_script_F_neu.wav
8409,5,script,M,neu,8409_5_script_M_neu.wav
8410,5,script,M,neu,8410_5_script_M_neu.wav
8411,5,script,M,neu,8411_5_script_M_neu.wav
8412,5,script,M,neu,8412_5_script_M_neu.wav
8413,5,script,M,neu,8413_5_script_M_neu.wav
8414,5,script,M,neu,8414_5_script_M_neu.wav
8415,2,impro,F,neu,8415_2_impro_F_neu.wav
8416,2,impro,F,neu,8416_2_impro_F_neu.wav
8417,2,impro,F,neu,8417_2_impro_F_neu.wav
8418,5,impro,F,neu,8418_5_impro_F_neu.wav
8419,5,impro,F,neu,8419_5_impro_F_neu.wav
8420,5,impro,F,neu,8420_5_impro_F_neu.wav
8421,2,impro,F,neu,8421_2_impro_F_neu.wav
8422,2,impro,F,neu,8422_2_impro_F_neu.wav
8423,2,impro,F,neu,8423_2_impro_F_neu.wav
8424,4,impro,M,neu,8424_4_impro_M_neu.wav
8425,4,impro,M,neu,8425_4_impro_M_neu.wav
8426,4,impro,M,neu,8426_4_impro_M_neu.wav
8427,5,impro,F,neu,8427_5_impro_F_neu.wav
8428,5,impro,F,neu,8428_5_impro_F_neu.wav
8429,5,impro,F,neu,8429_5_impro_F_neu.wav
8430,4,impro,M,neu,8430_4_impro_M_neu.wav
8431,4,impro,M,neu,8431_4_impro_M_neu.wav
8432,4,impro,M,neu,8432_4_impro_M_neu.wav
8433,1,script,F,neu,8433_1_script_F_neu.wav
8434,1,script,F,neu,8434_1_script_F_neu.wav
8435,1,script,F,neu,8435_1_script_F_neu.wav
8436,1,impro,F,neu,8436_1_impro_F_neu.wav
8437,1,impro,F,neu,8437_1_impro_F_neu.wav
8438,1,impro,F,neu,8438_1_impro_F_neu.wav
8439,5,impro,F,neu,8439_5_impro_F_neu.wav
8440,5,impro,F,neu,8440_5_impro_F_neu.wav
8441,5,impro,F,neu,8441_5_impro_F_neu.wav
8442,1,impro,M,neu,8442_1_impro_M_neu.wav
8443,1,impro,M,neu,8443_1_impro_M_neu.wav
8444,1,impro,M,neu,8444_1_impro_M_neu.wav
8445,5,impro,F,neu,8445_5_impro_F_neu.wav
8446,5,impro,F,neu,8446_5_impro_F_neu.wav
8447,5,impro,F,neu,8447_5_impro_F_neu.wav
8448,2,script,F,neu,8448_2_script_F_neu.wav
8449,2,script,F,neu,8449_2_script_F_neu.wav
8450,2,script,F,neu,8450_2_script_F_neu.wav
8451,3,impro,M,neu,8451_3_impro_M_neu.wav
8452,3,impro,M,neu,8452_3_impro_M_neu.wav
8453,3,impro,M,neu,8453_3_impro_M_neu.wav
8454,2,script,M,neu,8454_2_script_M_neu.wav
8455,2,script,M,neu,8455_2_script_M_neu.wav
8456,2,script,M,neu,8456_2_script_M_neu.wav
8457,2,impro,M,neu,8457_2_impro_M_neu.wav
8458,2,impro,M,neu,8458_2_impro_M_neu.wav
8459,2,impro,M,neu,8459_2_impro_M_neu.wav
8460,3,script,F,neu,8460_3_script_F_neu.wav
8461,3,script,F,neu,8461_3_script_F_neu.wav
8462,3,script,F,neu,8462_3_script_F_neu.wav
8463,5,impro,M,neu,8463_5_impro_M_neu.wav
8464,5,impro,M,neu,8464_5_impro_M_neu.wav
8465,5,impro,M,neu,8465_5_impro_M_neu.wav
8466,1,script,F,neu,8466_1_script_F_neu.wav
8467,1,script,F,neu,8467_1_script_F_neu.wav
8468,1,script,F,neu,8468_1_script_F_neu.wav
8469,5,impro,F,neu,8469_5_impro_F_neu.wav
8470,5,impro,F,neu,8470_5_impro_F_neu.wav
8471,5,impro,F,neu,8471_5_impro_F_neu.wav
8472,4,impro,M,neu,8472_4_impro_M_neu.wav
8473,4,impro,M,neu,8473_4_impro_M_neu.wav
8474,4,impro,M,neu,8474_4_impro_M_neu.wav
8475,2,script,F,neu,8475_2_script_F_neu.wav
8476,2,script,F,neu,8476_2_script_F_neu.wav
8477,2,script,F,neu,8477_2_script_F_neu.wav
8478,1,script,M,neu,8478_1_script_M_neu.wav
8479,1,script,M,neu,8479_1_script_M_neu.wav
8480,1,script,M,neu,8480_1_script_M_neu.wav
8481,1,impro,F,neu,8481_1_impro_F_neu.wav
8482,1,impro,F,neu,8482_1_impro_F_neu.wav
8483,1,impro,F,neu,8483_1_impro_F_neu.wav
8484,2,script,F,neu,8484_2_script_F_neu.wav
8485,2,script,F,neu,8485_2_script_F_neu.wav
8486,2,script,F,neu,8486_2_script_F_neu.wav
8487,2,script,F,neu,8487_2_script_F_neu.wav
8488,2,script,F,neu,8488_2_script_F_neu.wav
8489,2,script,F,neu,8489_2_script_F_neu.wav
8490,2,script,F,neu,8490_2_script_F_neu.wav
8491,2,script,F,neu,8491_2_script_F_neu.wav
8492,2,script,F,neu,8492_2_script_F_neu.wav
8493,1,script,M,neu,8493_1_script_M_neu.wav
8494,1,script,M,neu,8494_1_script_M_neu.wav
8495,1,script,M,neu,8495_1_script_M_neu.wav
8496,1,script,M,neu,8496_1_script_M_neu.wav
8497,1,script,M,neu,8497_1_script_M_neu.wav
8498,1,script,M,neu,8498_1_script_M_neu.wav
8499,3,script,M,neu,8499_3_script_M_neu.wav
8500,3,script,M,neu,8500_3_script_M_neu.wav
8501,3,script,M,neu,8501_3_script_M_neu.wav
8502,5,script,M,neu,8502_5_script_M_neu.wav
8503,5,script,M,neu,8503_5_script_M_neu.wav
8504,5,script,M,neu,8504_5_script_M_neu.wav
8505,5,script,F,neu,8505_5_script_F_neu.wav
8506,5,script,F,neu,8506_5_script_F_neu.wav
8507,5,script,F,neu,8507_5_script_F_neu.wav
8508,2,impro,F,neu,8508_2_impro_F_neu.wav
8509,2,impro,F,neu,8509_2_impro_F_neu.wav
8510,2,impro,F,neu,8510_2_impro_F_neu.wav
8511,3,script,F,neu,8511_3_script_F_neu.wav
8512,3,script,F,neu,8512_3_script_F_neu.wav
8513,3,script,F,neu,8513_3_script_F_neu.wav
8514,3,script,F,neu,8514_3_script_F_neu.wav
8515,3,script,F,neu,8515_3_script_F_neu.wav
8516,3,script,F,neu,8516_3_script_F_neu.wav
8517,4,script,M,neu,8517_4_script_M_neu.wav
8518,4,script,M,neu,8518_4_script_M_neu.wav
8519,4,script,M,neu,8519_4_script_M_neu.wav
8520,1,impro,M,neu,8520_1_impro_M_neu.wav
8521,1,impro,M,neu,8521_1_impro_M_neu.wav
8522,1,impro,M,neu,8522_1_impro_M_neu.wav
8523,3,impro,M,neu,8523_3_impro_M_neu.wav
8524,3,impro,M,neu,8524_3_impro_M_neu.wav
8525,3,impro,M,neu,8525_3_impro_M_neu.wav
8526,4,impro,F,neu,8526_4_impro_F_neu.wav
8527,4,impro,F,neu,8527_4_impro_F_neu.wav
8528,4,impro,F,neu,8528_4_impro_F_neu.wav
8529,2,impro,F,neu,8529_2_impro_F_neu.wav
8530,2,impro,F,neu,8530_2_impro_F_neu.wav
8531,2,impro,F,neu,8531_2_impro_F_neu.wav
8532,1,impro,M,neu,8532_1_impro_M_neu.wav
8533,1,impro,M,neu,8533_1_impro_M_neu.wav
8534,1,impro,M,neu,8534_1_impro_M_neu.wav
8535,3,impro,M,neu,8535_3_impro_M_neu.wav
8536,3,impro,M,neu,8536_3_impro_M_neu.wav
8537,3,impro,M,neu,8537_3_impro_M_neu.wav
8538,2,impro,F,neu,8538_2_impro_F_neu.wav
8539,2,impro,F,neu,8539_2_impro_F_neu.wav
8540,2,impro,F,neu,8540_2_impro_F_neu.wav
8541,2,impro,M,neu,8541_2_impro_M_neu.wav
8542,2,impro,M,neu,8542_2_impro_M_neu.wav
8543,2,impro,M,neu,8543_2_impro_M_neu.wav
8544,1,impro,M,neu,8544_1_impro_M_neu.wav
8545,1,impro,M,neu,8545_1_impro_M_neu.wav
8546,1,impro,M,neu,8546_1_impro_M_neu.wav
8547,1,script,F,neu,8547_1_script_F_neu.wav
8548,1,script,F,neu,8548_1_script_F_neu.wav
8549,1,script,F,neu,8549_1_script_F_neu.wav
8550,5,impro,F,neu,8550_5_impro_F_neu.wav
8551,5,impro,F,neu,8551_5_impro_F_neu.wav
8552,5,impro,F,neu,8552_5_impro_F_neu.wav
8553,3,impro,F,neu,8553_3_impro_F_neu.wav
8554,3,impro,F,neu,8554_3_impro_F_neu.wav
8555,3,impro,F,neu,8555_3_impro_F_neu.wav
8556,1,impro,M,neu,8556_1_impro_M_neu.wav
8557,1,impro,M,neu,8557_1_impro_M_neu.wav
8558,1,impro,M,neu,8558_1_impro_M_neu.wav
8559,2,impro,F,neu,8559_2_impro_F_neu.wav
8560,2,impro,F,neu,8560_2_impro_F_neu.wav
8561,2,impro,F,neu,8561_2_impro_F_neu.wav
8562,4,script,F,neu,8562_4_script_F_neu.wav
8563,4,script,F,neu,8563_4_script_F_neu.wav
8564,4,script,F,neu,8564_4_script_F_neu.wav
8565,1,script,F,neu,8565_1_script_F_neu.wav
8566,1,script,F,neu,8566_1_script_F_neu.wav
8567,1,script,F,neu,8567_1_script_F_neu.wav
8568,5,impro,M,neu,8568_5_impro_M_neu.wav
8569,5,impro,M,neu,8569_5_impro_M_neu.wav
8570,5,impro,M,neu,8570_5_impro_M_neu.wav
8571,5,impro,F,neu,8571_5_impro_F_neu.wav
8572,5,impro,F,neu,8572_5_impro_F_neu.wav
8573,5,impro,F,neu,8573_5_impro_F_neu.wav
8574,1,script,F,neu,8574_1_script_F_neu.wav
8575,1,script,F,neu,8575_1_script_F_neu.wav
8576,1,script,F,neu,8576_1_script_F_neu.wav
8577,3,impro,M,neu,8577_3_impro_M_neu.wav
8578,3,impro,M,neu,8578_3_impro_M_neu.wav
8579,3,impro,M,neu,8579_3_impro_M_neu.wav
8580,1,impro,M,neu,8580_1_impro_M_neu.wav
8581,1,impro,M,neu,8581_1_impro_M_neu.wav
8582,1,impro,M,neu,8582_1_impro_M_neu.wav
8583,5,impro,F,neu,8583_5_impro_F_neu.wav
8584,5,impro,F,neu,8584_5_impro_F_neu.wav
8585,5,impro,F,neu,8585_5_impro_F_neu.wav
8586,2,impro,M,neu,8586_2_impro_M_neu.wav
